mediaid,name_screen,caption,comments,likes,related_player_id
770877,curryxdurant3,"Thanks for 100 followers! :DD #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",3,39,303748723
3686,curryxdurant3,"I'm losing followers 馃様 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",0,41,303748723
705798,curryxdurant3,"Goodnight 馃寵馃寵馃寵 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",0,41,303748723
517934,curryxdurant3,"On to the 2nd. #Sweep #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",0,51,303748723
472273,curryxdurant3,"Good night 馃寵 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",2,36,303748723
807563,curryxdurant3,"Steve Kerr likely won't return first round because of head & neck pain 馃様 #GetWellSoon #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow",0,32,303748723
620994,curryxdurant3,"We got that Dub last night with a great comeback 馃槒 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen #Draymond #Game3 #comeback",0,35,303748723
682283,curryxdurant3,"Good Morning 鈽?Game 3 is today at Portland! Kevin Durant is still questionable.  #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #DraymondGreen",1,39,303748723
548433,curryxdurant3,"We got that #Dub what a blowout too! Warriors Lead Series 2-0 #DubNation #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow #SC30",1,37,303748723
695316,curryxdurant3,"Kevin Durant won't be playing tonight but I still believe were gonna take #Game2 馃槈 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow",4,18,303748723
831280,curryxdurant3,"Good Morning. Today is game 2 against #PortlandTrailBlazers :D #Game2 #NBAPlayoffs2017 #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow",0,32,303748723
70452,curryxdurant3,"I'm a little late but Happy Easter everyone and we also won game 1 against #Portland ! #Warriors #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow",1,23,303748723
858420,curryxdurant3,"Great season for the Warriors. Now it's time for the Playoffs ;') #Warriors #GoldenState #GoldenStateWarriors #StephenCurry #Dubs #DubNation #WarriorsGround #KevinDurant #Klay #KlayThompson #nbaedit #CurryEdit #KevinDurantEdit #KDEdit #like4like #follow4follow",1,36,303748723
80744,editors_alliance,"馃敟KD Edit!馃敟Lit Or Trash?馃敟Rate 1-10 In Comments!馃敟Will KD Return To The Thunder?馃敟#KD #kevin #durant #kevindurant #edit #kevindurantedit #kdedit #litkevindurantedit #litkdedit #likeforlike #likeitup #likesforlikes #likesforlike #likeforlikes #likeforfollow #likeforspam #golden #state #warriors #goldenstatewarriors #awesome #awesomekdedit",0,62,303748723
828458,splashthetriple,"This one was okay. KD! 馃敟! KD edit! Dope 馃敟 or nah 馃挬? Tell me what you think in comment section 馃憜! Also, rate 1-10 in comment section 馃憜! #kd #kevindurant #kdedit #kevindurantedit #warriors #gsw #dubnation #warriorsground #stephcurry #edit! @stephencurry30 @warriors @nba @curry_visuals @stephagram30 @all_steph_curry! Follow us! 鉁?",15,67,303748723
900056,hoopmash,"KD should've stayed with the Thunder馃 @kevindurant 馃榿#fuckstephcurry #lovebronbron #fuckcurry #posterized #kdedit #kevindurantedit #baddescisions #kdonwarriors #dunk #nbaindunks #nbainshots #kevindurant #kevin #kevindurantonwarriors #stephcurryedit",1,40,303748723
14908,sportseditposters,"Next year this will be馃敟馃敟馃敟 #kd #kevindurant #russelwestbrook #warriors #kdwarriors #goldenstate #okc #thunder #nba #edits #nbaedits #russelwestbrookedit #kdedit #kevindurantedit",0,52,303748723
374370,sport_ed1tz,"Kevin Durant 馃敨 #hqpicsforeditors #kevindurantedit #nbaedit #sportsedit",0,10,303748723
827125,c_sport_e,"Kevin Durant馃捀馃敨 requested by @_malle._ #kd #kevindurant #durant #kdedit #kdedits #kevindurantedit #kevindurantedits #durantedit #durantedits #thunder #thunderedit #thunderedits #okc #ockedits #okceditz #okcthunder #nba #nbaedit #nbaedits #sports #sportedit #sportsedit #sportsedits #sportedits",3,19,303748723
12515,tewelltime7edits,"@easymoneysniper @okcthunder @espn @nbanetwork",2,13,303748723
581200,okcnewsdaily,"Is this the best duo the NBA has EVER seen. They've broken numerous records and all they are lacking is an NBA Championship! Let's change that #thunderup 
Tags| #thunder #okcthunder #thunderup #fff #f4f #lfl #l4l #r4r #rfr #kevindurant #kevindurantedit #kd #edit #edits #editz #russellwestbrook #russ #russellwestbrookedit #nba #nbaedit #basketball #duo #thisiswhyweplay #whyweplay #finals #sergeibaka #ibaka",1,22,303748723
868453,c_sport_e,"Kevin Durant #kevindurantedit #kevindurantedits #kdedit #kd #okc #nba #nbaedit #nbaedits #thunder",0,9,303748723
598666,corpse_graffix,"KEVIN DURANT is saying shit he shouldn't be saying!馃槖",1,6,303748723
387972,shawn_mcclary,"Kevin Durant #Tbt 馃弨
------------------------------------------------------------
#nba #kd #kevindurant #seattle #seattlesupersonics #seattlesonics #okc #oklahomacity #oklahomacitythunder #thunder #throwbackthursday #throwback #basketball #nbaedit #nbaedits #kevindurantedit #sport #sports #sportsposters #smcclarynba @okcthunder @easymoneysniper",1,34,303748723
143859,dizzzy.designs,"Kevin Durant - 
Dope or Nope - 
Who do u guys want next
-
Collab anyone, must be decently good - /ignore/ #sport #edit #sports #edits #sportedit #sportsedit #sportsedits #sportedits #nfl #nba #nhl #mls #mlb #SuperBowl #worldcup #stanleycup #worldseries #finals #nbafinals #allapps #lebronjames #stephcurry #Kevindurantedit",1,81,303748723
555378,okcthunderofficial_,"Repost @fadeawayedits #thunderup #kevindurantedit #okckd #kdmonster #okcbeast",1,25,303748723
60427,basketball_edits_101_,"Kevin Durant edit. #kevindurantedit #KD #usabasketball #kevindurant #realmvp",1,11,303748723
266198,rockinthoseedits,"KD Rate 1-10 #kevindurant #dope #kdallday #kevindurant35 #kevindurantedit #kevindurantedits #likeaboss #nba #nbabasketball #nbabasketballedits #basketball #basketballedits",1,22,303748723
149709,extream.edits,"Sick edit of KD馃挭
Request any edits猬囷笍
#kevindurant #sportsedits #kevindurantedit #kdedit",2,16,303748723
949949,the_undefeated_edits,"#kevindurantedit#4 #kd",8,12,303748723
300617,the_undefeated_edits,"#kevindurantedit#2 #kd",0,10,303748723
653239,flipps.gfx,"Kevin Durant馃弨
#KevinDurant #Kevin #Durant #KD #KDShoes #KDs #BasketballEdit #Basketball #Edit #NBAEdit #NBA #KevinDurantEdit #LikeComment #Follow #Repost",1,35,303748723
364342,speed.graphix,"#kevindurantedit #kevindurant #oklahomacitythunder #oklahomacitythunderedit #sportsedit #basketballedit Kevin Durant 2.0 Rate 1-10",5,20,303748723
861994,speed.graphix,"#kevindurant #sportsedit #basketballedit #oklahomacitythunder #oklahomacitythunderedit #kevindurantedit",1,27,303748723
216943,nba_3d1tz,"An epic KD edit.

What edit do you want me to do, comment down below? #kevindurant #okcthunder #kdtrey #NBAedit #NBA #like4like #likeforlike #kevindurantedit #nbafanedit #thunder #followme",1,27,303748723
498732,_all_nba_,"Kevin Durant edit I made. 鈥?@easymoneysniper 鈥?Comment what ya think below馃憞馃憞馃憞
鈥?Any suggestions? Don't be afraid to ask. DM me or comment below馃憞馃憞馃槃
鈥?#datglowtho #kevindurant #easymoneysniper #ballislife #basketball #likeitup #likesforlikes #ballen #nba #nbaisbig #oklahomacity #oklahomacitythunder #kevin #durant #edit #nbaedit #kevindurantedit #followme #commentbelow",8,48,303748723
842829,allballnba,"Kevin Durant #KevinDurant #KD #KevinDurantEdit #OKC #OKCThunder #OklahomaCityThunder #35 #3Pointer #Dunk #Layup #JumpShot #Swish #Swoosh #Nike #NikeBasketball #NBA #AllBall #AllBallSports #AllBallNBA",0,28,303748723
717949,dope_sports_pics35,"Ballin#ballin #baller #sweg #togoodforu #kd #kevindurant #kevindurantedit #kdedit #bored #whynot #blueandoarnge #bleedblue",1,17,303748723
61259,dope_sports_pics35,"Sweg #kd #sweg #mvp #kevindurant #kdedit #kevindurantedit #baller #ballin #hewouldpooponu #togoodforanyone",4,12,303748723
152445,dope_sports_pics35,"Baller #kd #kevindurant #kdedit #kevindurantedit #sportsedit #baller #sweg #beastmode",2,13,303748723
578450,asap._.edits,"Kevin Durant #stepupmygame
Rate 1-10 
Make requests 馃憣",4,48,303748723
434915,swaggydesignz,"Kevin Durant. Dope or nope? #edit #espn #insidenba #insideespn #kevindurantedit #kd #kevindurant #kd35 #nba #nbaontop #nbaedit #nbadesign #dopedesigns #swaggy #swaggydesignz #dopeornope",5,43,303748723
439224,nbagraphics16,"#follow4follow#like4like 馃數20 likes new post馃數 #kevindurantedit",3,32,303748723
891374,xlgraffix,"Kevin durant edit V2 #graffix #nba #nbagraffix #ballislife #basketball #sportsedits #sportsedit #kd35 #kd #kevindurant #kevin #durant #kevindurant35 #kevindurantedit #kevindurantedit #kdedit",9,30,303748723
139196,xlgraffix,"Kd35 the real mvp. #nbagraffix #kd #35 #kd35 #graffix #sportsedit #sportsedits #mvp #kevin #durant #kevindurant #kevindurantgraffix #kevindurantedit #okc #nba #basketball #kevindurant35",1,22,303748723
21858,kevin_durant_fan_page_35_,"#kd #kevindurant #kevindurantedit #blue #baller #basketball #sick #style #cool #crip #crop #awsome #35 #edit",2,13,303748723
691702,kevin_durant_fan_page_35_,"#blue #baller #basketball #awsome #sick #style #crop #cool #hashtag #kd #kevindurant #kevindurantedit #35",2,9,303748723
392935,kevin_durant_fan_page_35_,"#basketball #kd #kevindurant #kevindurantedit #awsome #35 #baller #blue #hashtag #sick #style",0,10,303748723
889568,asap._.edits,"Kevin Durant 馃弨
Rate 1-10
Make requests 馃憣",3,23,303748723
269037,asap._.edits,"Kevin Durant 馃挭
Rate 1-10
Make Requests 馃憡",3,23,303748723
676478,boss.sports.editsbnxj,"#sports #sportsedits #sportsgraphics #kd #kevindurant #kdedits #kdgraphic #kevindurantedit #kevindurantgraphic #thunder",0,6,303748723
575281,makasnbaedites,"@easymoneysniper  #KevinDurantEdit 馃槂鉁?#MakasNBAEdits",0,2,303748723
846968,makasnbaedites,"@easymoneysniper  #KevinDurantEdit 馃槈馃槂 #MakasNBAEdits",0,2,303748723
508999,swaggydesignz,"Kevin durant. DOPE OR NOPE? 1-10.PLZ ANSWER. CASH OR TRASH? #edit #deezy #kevin #durant #kevindurant #kevindurantedit #beastedits #nba #nbaedits #basketball  #okc #oklahomacitythunder #35 #dopedesigns #dope #DOPEORNOPE #design",2,32,303748723
4091,basketball_e_d_i_t_s,"Kevin Durant edit! #mvp #kevin #durant #kevindurant #edit #kevindurantedit",0,7,303748723
493457,goalpostedits_,"Kevin Durant edit #KevinDurantEdit",0,6,303748723
455011,sport.visuals,"Who wins game 7 ? #thunder #grizzlies #bball #basketballedit #dopeedit #theillest #kd #kevindurantedit #kevindurant",4,20,303748723
794685,teh_editzz,"KD #KEVINDURANT#RED#BLACK#BLUE#QUICK#EDIT#KD6#WHITE#BBALL#AMAZINGEDITS#BESTEDIT#KEVINDURANTEDIT",0,24,303748723
608391,outlast_graffix,"Kevin durant edit!! Rate 1-10 and don't forget to drop a like!! Follow for more edits! #kd #kevin #durant #kevindurant #kevindurantedit #sports #edit #sportsedit #nba #nbaedit #bball #basketball #bballedit #basketballedit #35 #Oklahoma #okc",10,44,303748723
657901,overtime_designs_fx,"Kevin Durant edit! #KD #Kevin #Durant #KevinDurantEdit",0,62,303748723
464328,sbl_edits,"#kd #kevin #kevindurant #kevindurantedit #edit #kevinedit #okc #oklahomacitythunderedit #okcedit #thunderedit",1,12,303748723
347940,t80designs,"Kevin Durant edit. Thoughts? Do you like this style of editing? #kevin #durant #kevindurant #mvp #durantformvp #durantedit #kevindurantedit #okc #Oklahoma #city #oklahomacity #basketballedits #nbaedits",2,30,303748723
346713,nxtgengraffix,"#KevinDurantEdit #changedname #hdr #edit #thunder #okc #sportedit",1,10,303748723
689747,da_best_fx,"#kevindurantedit kd is doing great #kd #nba #ballin #edit #sportsedit",4,19,303748723
408593,sportcity_,"SICK KD EDIT #KevinDurantEdit #kevindurant #KD #Durant #NBA #thunder",7,70,303748723
973725,flashy_graphixs,"KD !",9,90,303748723
642846,da_best_fx,#kevindurantedit,0,11,303748723
293056,da_best_fx,#Kevindurantedit,1,25,303748723
536738,elusiveeditz,"I was late for a contest but I will still post it #kevindurant #kd #durant #durantula #okc #oklahomacitythunder #thunder #nba #nbabasketball #baskeall #nbaplayer #basketballplayer #edit #cooledit #awesomeedit #kdedit #kevindurantedit #nbaedit #sportsedit",0,28,303748723
804524,austinys2k,"Kryie Irving Edit 馃敟 馃ザFOLLOW @austinys2k FOR GOOD LUCK 馃崁 #kyrieirving #kryieirving #kyrie5 #kyrie #kyrieirvingedit #basketballedits #basketballedit #nfledits #nfledit #lebronjames #lebron #kyrieshoes #kyrieirvings #explorepage #explore #love #likeforlikes #fortniteaccountsforsale #viralmusic #kyrieirvingfan #lebronjamesedit #lebronedits #viralmusic #musicvideos #noizz #noizzedits #followforfollowback #likesforlikesback #likesforlike #likesforfollow #tags",8,159,19410587
412406,thatonenbaguy,"Lebron馃槀
.
.  #lebronjamessucks #lebronjames16 #lebronjames23 #lebronjamestour2017 #lebronjamesart #lebronjamestshirt #lebronjamesmemes #lebronjamesfan #lebronjameshaters #lebronjamesshoes #lebronjames6 #lebronjamesxiii #lebronjamesbelike #lebronjamesfoundation #lebronjamesjersey #lebronjamesjr #lebronjameslakers #lebronjames12 #lebronjamesfamilyfoundation #lebronjamesmvp #lebronjames23馃弨 #lebronjames15 #lebronjameskid #lebronjamesedit #lebronjamesdunk #lebronjameschallenge #lebronjames #lebronjamesfans #lebronjames馃憫 #lebronjamessneakers",2,67,19410587
648457,saintvoids,"yesterday was my 17th birthday, and so i made myself an edit because i don鈥檛 have any super close friends on here but hopefully that changes soon 馃サ馃サ these are some of my faves that i stan so enjoy i guess 馃ぃ馃帀
ac cherishaudios
cc vsspresets
dt moi of course
sorry for the small glitch, i was too lazy to fix it
[ #饾悡饾悞饾悢饾悕饾悁饾悓饾悎饾悊饾悜饾悘 | #饾惒饾悶饾悶饾悺饾悮饾惏饾悶饾惀饾悽饾惌饾悶 | #wickedgrpp | #iovegrp ]",11,56,19410587
5065,freesportsjerseyswaps,"Lebron James pelicans jersey swap 馃敟馃敟馃敟
.
. TELL ME WHAT U THINK IN THE COMMENTS 馃敟
.
. #lebronjames #lebron #lakers #lakersnation #lebronjamesedit #lebronjamesjersey #lebronjamesnews #nbanews #lakersnews #brandoningram #lonzoball #nbainstagram #instagram #instaedit #pelicans #nopelicans #neworleans #neworleanspelicans #la #crazyedits #coolnba #nbaedits #nbajerseys #jrueholiday #ad #anthonydavis #anthonydavistrade #anthonydavis23 #blackexcellence #nba",5,31,19410587
79955,sports.editss123,"馃悙#lebronjames #lebron #lebronjamesedit #lebronshoes #basketball #basketballedits #basketballedit #ballislife #bball #lakers #lakersnation #losangeles #california #nba #nba2k19 #nbadraft #likeforlikes #likeforlikeback #likeforviews",0,18,19410587
384581,trillingysports,"Is Lebron the goat yet? 馃
Tag some lebron fans 馃
Song - Can鈥檛 tell y鈥檃ll someone else is gonna have to drop it",21,45,19410587
683037,9lxck,"Elephant in the room
-
Dt: tagged
-
[#nbaedits #stephencurryedit #lebronjamesedit #kyrieirvingedit #kyrieirving #nbaedit #omgedit #nbaedits #omgpost #omgpage #nba ]",9,74,19410587
261442,moremusic73,"Lebron going at it in the studio 馃敟
#music #meme #funny #joke #memesdaily #funnymemes #edits #memeedits #allmyguysareballers #lebron #lebronjames #lebronjamesedit #baller #basketballmeme #moremusic #studio",2,44,19410587
258098,saintvoids,"i鈥檓 remaking this but here鈥檚 the scrap 馃挍 
ac grandaudios
for faryal
[ #饾悡饾悞饾悢饾悕饾悁饾悓饾悎饾悊饾悜饾悘 | #饾惒饾悶饾悶饾悺饾悮饾惏饾悶饾惀饾悽饾惌饾悶 | #iovegrp | #wickedgrpp ]",6,36,19410587
506163,valueacademy,"Check out our @kingjames Spotify playlist! Updated constantly with LeBron鈥檚 favorite music - pregame the same as LeBron!",6,56,19410587
756521,superflashboe_aka_faytboe,"Lebron James
 batteling the scars 2017 mix
Ignore 馃憞 馃憞馃憞 #cavs #lebronjames #kyrie #kingjames #kobe #kyrieirving #cleveland #cavsnation #cavaliers #theland #basketball #ballislife  #lebron #warriors  #kobebryant #kobe #lakers #bballlebronjames #lebronjamesedit #lakers23  #lebrons #lebrondunks #videostarpresets #noizz #basketballjames  #kingjames  #cavaliers #clevelandcavaliers #theland #striveforgreatness",2,33,19410587
264116,robbyvfx,"| @kingjames 鈫?ac: hybridnik #lebronjames #lebronjamesedit #explore #explorepage #omgpage #omledit",11,146,19410587
51017,chen.mp4,"the princes of figure skating (volume up)
-
-

imagining nathan as a dudebro is honestly funny af HAHA
(and no, i didn鈥檛 pt yuzu into nathan 馃憖)
-
- 
heavily ib: @loving.nc and everyone who鈥檚 made this pt",42,550,19410587
462737,pxl.zil,"| Waka
.
Havent done a basketball edit in a while
.
Ac: @yxng.kiax .
Dt: @xtinctttt",30,275,19410587
160631,saintvoids,"i could use a wish
ac i forgot but ill search for it
cc vscoloring w a bit of editing
dt faryal
this is an old edit but one of my favorites still
[ #iovegrp | #饾悡饾悞饾悢饾悕饾悁饾悓饾悎饾悊饾悜饾悘 ] 鈥?TAGS: #kyrieirving #lebronjames #kyrieirvingedit #lebronjamesedit #basketball #nba #basketballedit #nbaedit #omgpageedit #omgpage #omgpageedits #omgpageunderrated #arianagrande #justinbieber #zendaya",2,57,19410587
414946,lebron_vs_the_world,"馃し鈥嶁檪锔忦煠封€嶁檪锔?_________________________________
#lebronjamesjr #lebronjamesshoes #lebronjamesfoundation #lebronjamesedit #lebronjamesart #lebronjameschallenge #lebronjamest眉rkiye #prilaga #lebronjamessucks #lebronjamesfan #lebronjameslakers #lebronjamessneakers #lebronjames #lebronjamesmvp #lebronjames15 #lebronjames23馃弨 #lebronjames23 #lebronjames12 #lebronjamesfans #lebronjames馃憫 #lebronjames6 #lebronjamesxiii #lebronjameshaters #lebronjamestour2017 #lebronjamestshirt #lebronjameskid #lebronjamesbelike #lebronjamesdunk #lebronjamesmemes",2,22,19410587
592835,allureisms,"all he got is this ambition 馃悙
@kingjames 
audio / man listen - belly
i posted both the glitched n the non-glitched version cuz i couldnt decide bw em 馃し",3,24,19410587
719338,slayervision,"Thank you for giving us another legacy to cherish in a long line of sporting Kings. We Salute you on your born day @kingjames Goodspeed to many more. #lebronjamesjersey #lebronjamesfans #lebronjamesbelike #lebronjameslakers #lebronjames12 #lebronjamesedit #lebronjameskid #lebronjamesfamilyfoundation #lebronjameschallenge #lebronjamesshoes #lebronjames馃憫 #lebronjamesjr #lebronjamesart  #lebronjamessneakers #lebronjames6 #lebronjamesxiii #lebronjames #lebronjames23 #lebronjamesdunk #lebronjamestshirt #lebronjamesmemes #lebronjamestour2018  #lebronjames15 #lebronjamesfan #lebronjames23馃弨 #lebronjamessoldier #lebronjamesmvp #lebronjameshaters #lebronjamesfoundation",2,20,19410587
818183,wlnterfell,"@multisheda 
happy (very late) birthday snek,鈦ｂ仯 sorry i couldn鈥檛 make you the best edit you鈥檝e ever seen, i hope u still like me 馃ズ 
this is where i lowkey fell in love w lauren gbye 鈦ｂ仯
鈦ｂ仯
ac esotezic鈦ｂ仯
cc mine 鈦ｂ仯
flashing borders ib r.aidiant
for cora 鈦ｂ仯
鈦?can u believe i posted for the first time in a month and it鈥檚 not even a decent edit 馃ぉ鈦?鈦?#omgpage #omledit #laurencohan #lebronjames #graysondolan 鈦ｂ仯 #璞＄墮NYE",49,366,19410587
932901,superflashboe_aka_faytboe,"It won't let me repost the video but this photo is good enough

#repost 馃摲@alexxa_editzx with 馃@repost.bot
#F4F4F4  #lebronjames #lebronjamesedit #lakers23 #lebron #lebrons #lebrondunks #videostarpresets #noizz #basketballjames #cavs #kingjames #lebronjames #lebron #cavsnation #kyrieirving #cavaliers #clevelandcavaliers #theland #striveforgreatness",2,38,19410587
209955,folleyeditx,"饾晝饾晼饾敼饾暎饾暊饾暉馃憫//-hyper馃敟
鈥?鈥?鈥?鈥?鈥?#lebronjames #lebron #lebronjamesedit #lebronedit #basketball #basketballedits #lakers #lakersedit",4,74,19410587
251073,rg.mp3,"it鈥檚 LeBron ladies
an original edit made by myself 馃サ
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#lebronjames #lebron #lebron16 #lebronjames23 #lebronjamesedit #LeBron #edit #videostar #videostaredit #overlaysforedits #vsoverlays #overlays #videostaroverlays #plugxmas",4,48,19410587
625497,goodcelebrity,"#LebronJames and his daughter make a stylish daddy-daughter combo! 鉂わ笍 | 馃摳: @kingjames",4,175,19410587
374265,1izen,"Who's best pf in nba? #nba #nbamontage #basketball #basketballedits #ad #kingjames #lebronjames #lebronjamesedit #nbahistory #explore #nbamemes #stephancurry #curry30 #giannis #nba2k #2k #michealjordan #hollywood #sly #messi #comment",5,47,19410587
994837,dxlnz,"#lebronjamesedit #lebronjames",0,18,19410587
851387,dxlnz,"#lebronjames #lebron #lebronjamesedit #lebronedits #lebronedit
YES I MADE THIS CUZ I LOVE LEBRON JAMES AND I AM A BASKETBALL PLAYER MYSELF.....UMMM IM TRYING OUT NEW STUFF馃槀馃槀馃槀馃憦馃憦馃憦LIKE TRANSITIONS.....THIS IS RLLY THE ONLY EDIT THAT IMA MAKE ABT SOMEONE OTHER THAN THE DOLAN TWINS馃槀馃槀",0,27,19410587
272422,h4mble,"goat himself, leBron james!!1
-
dt: @billywalkerr @0ceant @devomilfs @old.tvs 馃馃崬
-
#omgedit #omgpage #lebronjames #aidsoc",9,176,19410587
807950,bdeditsss,"LeBron James Edit 鈥?Los Angeles Lakers 鈥?馃弨馃弨馃弨 #lebronjames #lebron #edit #edits #sports #sportsedit #sportsedits #lebronjamesedit  #nba #basketball #hyped #nbafans #nbaedits #nbaedit #lakers #losangeleslakers #nbaplayers #nbaplayer #basketballplayer #losangles",5,31,19410587
222486,steele_graphic,"LeBron James Art 
@kingjames #lebronjames #lalakers #lakers #losangeles #nbaartwork #nbabasketball #losangeleslakers #basketball  #lebronjamesmvp #lebronjames23 #lebronjamesedit #lebronjamesart #artistsofinstagram #artwork #artsy #arteffects #digitalillustration #digitalart #digitalartists #digitalartwork #digitaldesign #graphicdesign #graphicart #graphicdesigner #graphicartists #graphicillustration #vectorillustration #vectorart #myart #myedit",1,39,19410587
688577,_purebanana_,"Hi so it鈥檚 been kind of hard for me to get edits together so if tomorrow鈥檚 is shit I鈥檓 sorry馃枻 #lebronjames #lebronjamesedit #lebronjamestraveling #pivot #friends #friendsedit #friendspivot #pivotedit #pivotfriends",1,10,19410587
775426,editsbym0nse,"馃槀
For: People who said yes to my poll 馃槀
Ac: idk
Cc: mine [#leBronjames #leBronjamesedit #objedit #footballedit #football #basketball #basketballedit #omgpage]",2,33,19410587
811397,cyberhustlin,"NEW Nike Lebron Soldier IX 749417-606 Men's Basketball Size 12
Fast shipping!馃殮馃殮
Order yours now!
馃憞馃憞
Link in bio!!",2,26,19410587
730710,felixparadoxy,"Umar谋m be臒enirsiniz u臒ra艧t谋m baya,etiketlerden gelenler l眉tfen be臒enip yorum yap谋p takip ederseniz sevinirim.I hope like it, if you like comments,please follow me.
.
.
.
#edits #montage #videoedits #video #instavideo #like #follow #rickandmorty #videomedia&nbsp; #instagood #omgpage #stephcurry #stephencurry #kobebryant #lebronjamesedit #lebronjames #basketballedits #basketball #ismylife #iloveyou #plsfollowme #ihop #upsetgang #illicitgrp #diemongang",16,94,19410587
219357,felixparadoxy,"#lebronjames #kobebryant #jamesharden #stephcurry #basketball #edit #basketballedits #lebronjamesedit 陌lk editim",2,102,19410587
904656,teen.poems_quotes,#lebronjamesedit,0,25,19410587
865208,notorious.canine,"time to time.
ac: i do this by abstract
for: @kxng_garfield
audio ib: zubakax
-
#nba #basketball #kawhileonard #lebronjames #isaiahthomas #basketballedit #edit #lebronjamesedit #omgpage #phoneedit #ccpedit",1,55,19410587
612072,jrk_edits,"LeBron Edit #GOAT 鈥斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€斺€?
#supportiveediting IG quality is shit Lmao",6,27,19410587
464734,raph.svp,"鈥淏aller鈥?// Raph x Elyse // collab edit with @elysemendoza, great editor 馃敟馃挴馃弨 // which part was your favourite part 1 (raph) part 2 (elyse) song馃幎 Post Malone - White Iverson ( Sant x Erez Remix )

#basketball #lebronjames #basketballedit #basketballedits #bballedits #bballedit #baller #lebronjamesedits #lebronedits #lebronjamesedit #lebronedit #hype #nba #nbaedit #nbaedits",4,124,19410587
487454,legacyofbron,"Rondo to the Lakers is a done deal!
-
Follow @legacyofbron for more 馃敟
-
-
-
-
-
#KingJames #LebronJames #lebronjamesedit #kinglbj #basketball #michaeljordan #mj #kobebryant #kevindurant #stephencurry #jamesharden #russellwestbrook #lakers #l4l #follow4follow #like4like #kyrieirving #nba #chrispaul #houstonrockets",4,26,19410587
43066,legacyofbron,"Lebron will officially wear No. 23 for the LA Lakers!
-
Follow @legacyofbron for more 馃敟
-
-
-
-
-
#KingJames #LebronJames #lebronjamesedit #kinglbj #basketball #michaeljordan #mj #kobebryant #kevindurant #stephencurry #jamesharden #russellwestbrook #lakers #l4l #follow4follow #like4like #kyrieirving #nba #chrispaul #houstonrockets",0,19,19410587
752968,legacyofbron,"The original roster and the players the lakers 鉃★笍鉃★笍
Do you think they鈥檒l sign Kawhi?
-
Follow @legacyofbron for more 馃敟
-
-
-
-
-
#KingJames #LebronJames #lebronjamesedit #kinglbj #basketball #michaeljordan #mj #kobebryant #kevindurant #stephencurry #jamesharden #russellwestbrook #lakers #l4l #follow4follow #like4like #kyrieirving #nba #chrispaul #houstonrockets",0,20,19410587
