mediaid,caption,likes,comments,related_player_id
1539560037843087434,"After a long day with my youngest son bday party it's only right I have a nightcap of this baby,  with two amazingly beautiful ladies @mrs_savannahrj @jada_ap. Bars!! 😂😂😂 #VinoMan #CatchUp",214166,2026,19410587
1538145767951604283,"When u have a final team function with the guys before everyone leaves to enjoy their summer with family and friend but someone doesn't wanna drive his own car and acts a fool inside your truck! 🤦🏾‍♂️ @ this guy man!! 😂😂. Wit my hat 🎩 on too! And blanket as well",356359,3204,19410587
1537917044535064832,".... That's what she said, HUH?!?!? 🤔🤔😂😂.",1299667,70580,19410587
1537836791191984322,"Bald head nut!! #IHearEmPrayingOnMyDownfall #CantStopWontStop #striveforgreatness🚀",1259390,56835,19410587
1537829642806067670,"Back at it! #striveforgreatness🚀",1078069,16552,19410587
1537419614047446915,"Happy Bday Bryce Maximus!! Can't believe you're 10 years old man. Time is serious flying. Love you Young 👑 and u make me proud to be your father every single day!! #ZhuriLikeThatsMyCakeToo 😂😂😂😂",653453,10244,19410587
1493235275638711726,"Zero Dark Thirty-23 Activated!! #StriveForGreatness🚀",1011973,68523,19410587
1490864389275142972,"We started w/ Bikeathons when I was 18, launched the I PROMISE program 6+ years ago, & now… THE I Promise School!!!! 📚🏫🚨👑🔥💪🔥💪🔥💪💯🙏 unbelievable. THE I Promise School. I can’t even say how proud and thankful I am for all the people who believe in my kids. They continue to inspire me every day. My kids are running a marathon & its uphill when you’re from the inner city. I know that our work isn’t done. This is a water station for them & we will continue to do everything we can to help them stay on track. Before I finish I have to send a huge s/o and thank you to my team, Dr. James, Dr. McWilliams-Woods, Keith, Nicole, all APS Board Members, Dr. Brad, Dr. Susie, Dr. Kristen, our LAB members, all of our partners, & most importantly of all, our kids. Without our kids working day in and out, we couldn’t have a program, and that’s why they heard this news before anyone else.  One last time: THANK YOU. This is my family. #ipsakron #striveforgreatness🚀 #sayitonemoretime #THEipromiseschool",156185,4743,19410587
1485224276960517063,"Tonight choice of vino. Something light. Richie P and Otie partaking with me. Ask them how was it. Lol",173732,3676,19410587
1485019022512051574,"Nothing but love and respect @ygtrece! Love the battle last night bro!! Glad to see u back to where u belong. #YoungKing13 #striveforgreatness🚀",651811,5237,19410587
1484974867345761235,"Kaylynn I want you to know & always remember that we all love you & are here for you. We are family and have been since you were in 3rd grade!! we will be there for u through thick & thin. This is going to be a tough journey but we all know there is NOTHING you can’t handle… 💪❤️#kaylynnstrong #wearefamily #striveforgreatness🚀",103617,824,19410587
1483442714409532962,"We don’t need more LeBron’s, we need more physical therapists, scientists, police officers, teachers, doctors, professors, physicists, computer engineers, etc!! I want every kid to know there is absolutely NO LIMIT to what you can be. Your dreams are there for you to EARN. The teacher/accountant/scientist/dr/etc is just as talented as any athlete, if not more. I can’t even begin to tell you guys how many incredible men & women I work with who have never seen the court but are just as vital to our success as I am. There’s no way my game is what it is without them. Open your heart & mind to the world around you. See the possible. Dream big. Then work your tail off and chase it. s/o to everyone involved in #weneedmore. #striveforgreatness #earnednotgiven",315732,6106,19410587
1482914564739115658,"Bronny at it too in Aspen for Spring Break! I see u boy, looking damn good these days!! 🏂. #JamesGang👑 #StriveForGreatness🚀",209430,1306,19410587
1482913294879851016,"Bryce Maximus getting in it on in Aspen for Spring Break!! I see u boy on them slopes 🏂 #JamesGang👑 #StriveForGreatness🚀",230965,1189,19410587
1482861273296520546,"Congrats to my main man @ricflairnatureboy on getting that fantastic statue!! The Nature Boy lives forever! Woo!!!!!!! #Legend",256710,1200,19410587
1479341231883925845,"MY BOYS!!! 🔥💪👌🏆👑 So proud of u 2 as well your teammates on winning it all today in your grade class. #jamesgang👑 #chipsallday #striveforgreatness🚀",450359,2777,19410587
1479197299988413394,"Another Happy #AirMaxDay from my Princess and I. Hey @nike Zhuri said turn her shoes into Air Maxes. 😂😂😂😂😂",307048,1343,19410587
1479094645496791318,"Happy #AirMaxDay 3•26•17 #SwooshLifer #JustDoIt",276537,1295,19410587
1477824634463494109,"Pregame!! It's not a game and the whole world has gone mad Daddy, it's sad daddy.
My only advice?
Go and get a bag, daddy. KDot back in his bag again!!!! Wowzers",201196,1624,19410587
1477256397011196642,"I remember staring up at the blimp as a kid… all I wanted to do was take flight for my city. To put us on the map. I felt it in every ounce of my being. Fast forward 20+ years & I get a photo of my guys kicking it in the Goodyear blimp (8th grade though???). Just 5 kids from Akron livin the dream. As I’m looking at this photo all I can think is “these kids are going to soar higher than we ever could.” That’s a testament to our city & all my neighbors. 100+ Goodyear staff gave their day to my 8th graders today… wow. Whether you were on the floor w/ my kids or back at the office covering for everyone who was gone w/ my kids: THANK YOU. Humbled. #striveforgreatness #wearefamily #rubbercity",237173,929,19410587
1475059803012643041,"Uh oh!! What does this dynamic duo have cooking up!?!? Only thing I can say is it's going to be out of this world. Stay tune #JamesandJames #TubbsandCrockett @carpoolkaraoke",494525,3339,19410587
1474933655729479905,"This game continues to humble me… it’s bigger than basketball, it’s about kids & dreams. These shoes are for the athlete & the dreams in every kid, regardless of their physical ability. A special thank you to the young kings & queens from Cle Clinic Children’s who helped me debut the new Soldiers!! #striveforgreatness🚀 #nikeflyease",241735,1238,19410587
1472769717071889020,"Tonight, when our @Kia spot drops, I’ll be the lead; but to me, the countless men & women behind the scenes deserve the praise. I’ll never take the work you do for granted… You make everything seem effortless, but I know you guys spent countless hours planning and working to make it happen. I’m sending a big S/O & thank you to every person involved: Kathryn, Cesar & Kia; location; set building; creative; lighting; catering; my guys taking care of the K900; camera; grip; post productio; editors; directors; producers; PAs; coordinators; wardrobe. I’m humbled and proud to be part of your team, y’all ROCKED IT!! #StriveForGreatness🚀#Rain",318151,1610,19410587
1471441206402948037,"...... This is what I mean when I say I'm in my bag! #RealVinoPeopleKnow @mavcarter @stevestoute what's good?!?!",131599,1210,19410587
1469117044804071095,"😂😂😂😂😂😂!!!! #Hilarious #PopsThough Kudos kid.",283969,4145,19410587
1465660921581344104,"Mrs. James!!! 🔥🔥🔥💪💯👑😍 Wife, mother, businesswoman, philanthropist… you embody the spirit of the modern woman. I am so proud of you & proud to be your side kick. #myqueen #mycenter #justagirlfromakron #fireismine #therealstar #jamesgang",537710,3943,19410587
1465445417864314451,"First of all Major S/O @thehughjackman!! This is exactly why I wanna be a super hero as well some day on the big screen! Looks extremely intense but fun at the same time.  And let's not leave out the part how much I love Wolverine too!! #Logan #Legend #SuperHero",359410,4811,19410587
1459697571521263140,"Rat Pack 2.0 
#MavDeanMartin #RichieSammyDavisJr #PRPeterLawford #RamosJoeyBishop #LeBronFrankSinatra #RWTW🏅 #StriveForGreatness🚀",269373,2270,19410587
1454574647826992786,"Light work when the fam gets together. S/O @beatsbydre on the reunion show 💪🔥💯👌 #fireonthemic🔥 #StriveForGreatness🚀 #BeatsxNola #HotBoyz🔥 
By the way these pics are taken 11 years apart from one another. My 21st b-day bash and this past Saturday.",369610,3130,19410587
1453056152811497782,"Wow time sure does fly! 15 years ago to this date I was Chosen to be on the cover on SI. To me I just thought it was cool and all cause the magazine was always something my boys and I would look at and read in the library every time another issue dropped but I have no idea the magnitude of being on the cover as a high school kid would bring!! I guess that's why nothing ever fazed me cause I was so unaware of it all. Just wanted to play ball, go to school(so I could see my brothers, learn something, see some girls) and spend time with moms. Anyways I can say that I've done something right with my opportunity and life giving! #StriveForGreatness🚀 #TheKidFromAkron👑",484633,5488,19410587
1452554845562348075,"These kids make my world go ‘round. s/o to all my kids in Hard Work Club. I love you guys!! #striveforgreatness #justkidsfromakron #wearefamily",224305,811,19410587
1450966857649910907,"A1 since Day 1 bro!! Happy to be sharing this journey with you and proud of the person you've turned out to be!  Let's keep going! #MissTheRestOfTheHomiesToo #TheKidsFromAkron👑 #StriveForGreatness🚀",307788,1515,19410587
1450278198164371340,"Happy Vday my Queen ❤💘💝💖👑!!!! Not enough letters and words can be put together on this keyboard that would describe how I feel for you!! Unconditional LOVE!!",467074,2660,19410587
1448686676163773244,"Equality #StriveForGreatness🚀",230855,2763,19410587
1448617959967158964,"Proud of u bros!!! Happy to be sharing that court with y'all one week from today. @kyrieirving @kevinlove #AllStars⭐️ #TheLand #striveforgreatness🚀",649107,2816,19410587
1448046420087394961,"Family ties!! @johnelliottco x Nike=🔥🔥🔥🔥",184975,848,19410587
1447373253496881495,"My music right now.  @uninterrupted @openrun podcast! Go check it out now with Uncle Oak being the guest.  #Unfiltered #Uninterrupted",92212,722,19410587
1446541315680899547,"Man o Man @kkorv26 aka White Lightning"(@realcfrye gave him that name) was infuego last night!! #FlameThrower🔥"""",351869,3517,19410587
1446147290364736265,"Mood!! #Legend",387224,4262,19410587
1445917360229061469,"The Home Team!! #StriveForGreatness🚀 #RWTW🏅 #Klutch",211592,1169,19410587
1445025112483387872,"Fade fade far far away. Extra innings boys!! Keep the party going. #StriveForGreatness🚀",650667,8845,19410587
1443863474799581993,"Salute to my homies @kevinhart4real @johnelliottco for coming to check me out in the Garden last night! Appreciate the love. By the way yall bodied the footwear too. Wowzers!",248615,1358,19410587
1438127040948060150,"Wow. I'm humbled that you guys would go that far out of your way to buy a pair of 14s. Your passion and loyalty are what drive me and enable me to be who I am. Thank you, and everyone else who believes in me, for your unwavering support. I don't take it for granted and I NEVER will. #StriveForGreatness🚀#14",207841,3514,19410587
1436670834157020749,"Since D Jones left me hanging again I'll do a bottle to myself. Don't mind if I do. Appreciate it Cocamo!! #GoodVino #GoodForMyHeart 😉😆😊🙏",173499,2224,19410587
1433748610156537109,"YESSIR!!! I SEE YOU Lil bro @ebled2. #Work #Klutch @klutchsports",243966,3052,19410587
1432744348463034615,"Soooo I guess Bane will be our next President huh!?!? Sometimes u gotta laugh to keep you from crying! #IllDoMyPartToHelpTheYouthUnderstand #IPromise🙏",467347,24592,19410587
1430645121683385309,"Wow. Not much I can say beyond thank you. Thank you to EVERY single person involved in @nbcthewall. We have the best team in the business & I’m proud and lucky to be part of it. Thank you for having me on this journey with you. #striveforgreatness @springhillent",96139,1180,19410587
1430157979463149668,"Congratulations Matt & Jean!! @nbcthewall @springhillent #imintearsoverhere #biggerthantv #StriveForGreatness🚀",178688,958,19410587
1430020542011211977,"Coming off a long road trip and I see this… family is what it’s all for. Proud of @springhillent & everyone involved in @nbcthewall. I have a family date with the James Gang for tonight! #StriveForGreatness🚀",141991,986,19410587
1427794830994788532,"#StriveForGreatness🚀 #TheKidFromAkron👑 #RWTW🏅",449157,5688,19410587
1427241048036828618,"Had to wear these to game tonight and Man I'm still shook over this moment in time in my life! Thinking back to that 18 year old kid from Akron Ohio when this journey begun. So damn emotional right now just thinking about where I've come from. What moms had to go through to keep her only son happy, feed, clothed, etc etc when she didn't have the means to do so! You're incredible and that's why you're God  to me in my eyes no matter what's happened throughout the years. Nobody is perfect but the support we get from loved ones will get us through anything.  Nike thanks for taking a chance on a skinny kid from the inner city with out of this world dreams and aspirations!! #StriveForGreatness🚀 #TheKidFromAkron #Blessed🙏",457104,4818,19410587
1426536931945511491,"When I held these shoes for the first time I couldn’t believe I was holding a Nike sneaker with my name on it AND that they’d forever be known as the “LeBron’s.” Bronny was a baby. V was still in high school. Mom and I were barely out of the Springhill projects. We only dreamed of days like that and then they became reality. This shoe changed my life, my family’s life, and we’ve been lucky enough to change the lives of people around us. This shoe is for EVERY SINGLE person with a dream and a passion. No matter what your situation is. From the projects to the palace, this shoe is a symbol that you can do anything. FIRE IS BAAAAAACK #AZG #StriveForGreatness🚀 #JustAKidFromAkron🙏",406454,5560,19410587
1424773740362161994,"Welcome to Signature lil bro!! Proud of you and Happy to have u apart of a select fraternity! CONGRATS @ygtrece!!! #PG1 #StriveForGreatness🚀 #Nike✔️",369099,3606,19410587
1419956169825793082,"A Perfect Night.  NBA Hoops and @NBCTheWall with the family!!",215382,2395,19410587
1419792479973522656,"Wow… It’s truly special when a team of people come together to make a dream come true. Unbelievably proud of our @springhillent team and everyone from @nbcthewall for bringing this dream to life. To everyone that had a part in this show, from custodial staff to the producers: THANK YOU!! #JustAKidFromAkron🙏 #StriveForGreatness🚀 #NBCTheWall🔥",152015,1160,19410587
1417569824440352297,"I've been hearing a lot of people talking about how bad 2016 was, meanwhile I've been like this the whole time! From start to finish. Hahahaha!! 😊😊😊😊😊 #TheKidFromAkron👑 #StriveForGreatness🚀 #ThankYou2016",465246,6328,19410587
1416084903107717804,"HUGE s/o to my kids at my #LJFF!! Just cause. Let's continue to inspire and smile for one another!! #StriveForGreatness🚀 #TheKidFromAkron👑  #IPromise🙏",431089,20961,19410587
1414081645560402885,"Man to be 95 years of age and still being able to do this!!! RJ tell me where that fountain is brother. #IPromise I can keep a secret. Haha! Wowzers!!",740996,12159,19410587
1413474976992152654,"Soooo I guess I was kinda born to do this. The game chose me before I even had a chance to see if I wanted or not and I'm so so forever thankful!! I'll give it all back to you in return. Once again Merry Christmas from #TheKidFromAkron👑. #StriveForGreatness🚀",619157,5199,19410587
1413420065541645798,"Sorry guys for the wait but better late than never and great things are worth waiting for!  Felt so good to be in the 14s today at home on Christmas! So blessed man!! #StriveForGreatness #RWTW #TheKidFromAkron #KickGameCray",386107,4348,19410587
1412819675183871808,"Always wanted a tree like this when I was a kid, flooded with gifts. Kids still up so Santa hasn't got here just yet. Coming soon! Lol. Merry Xmas to everyone in the world!! Blessings on blessings on blessings",595842,6637,19410587
1411843218681033808,"Christmas is the season for giving.  Ever seen $1.3 million in cash hand delivered to an amazing family?  Merry Christmas everyone! #TheWallonNBC #StriveForGreatness #RWTW",400724,8673,19410587
1410340597285659033,"My Lil bro has done it again!! Another one (Khalid voice). 🔥🔥🔥🔥🔥🔥🔥. #Kyrie3",387255,5199,19410587
1408457555864458597,"Was shooting some promo for The Wall" earlier today and was handed this from one of my foundation kid father. Want you Riley to know I received your card(thank you) and that you're very welcome! 😉😉😉😉 #StriveForGreatness🚀 #LjFF❤"""",248080,3082,19410587
1408373806871280639,"#Repost @mavcarter
・・・
Can you stand the rain!!!! @richpaul  Sooooo proud.

So damn Proud bro!!",121248,481,19410587
1408301498790037078,"2 things here!! I believe my son Bronny(on the left) feet is bigger than mine already and he's 12. And secondly our kicks are 🔥🔥🔥🔥🔥!! We didn't plan this by the way as u may think. Just father/son chemistry. #StriveForGreatness🚀 #RWTW🏅 #TheKidsFromAkron👑 #JamesGang🔥 #LeBron13lowFamilyFoundationKicks",288090,1396,19410587
1408189386595980401,"Congratulations!!! So proud of you bro on getting your degree today at CSU. Continue to set the bar higher and higher. No barriers out there can stop us. #StriveForGreatness🚀 #RWTW🏅 #Klutch🌎 #MyPossee😆 @klutchsports",119091,518,19410587
1406968641052100369,"Light work. S/O to Kathryn, Caesar, Johnny, David & Mav on the vision #StriveForGreatness🚀 #Kia🚘",238717,942,19410587
1406069838631657664,"RIP friend!!! Great to have work with you, known you and watch you for all these years. My blessing to your family and many prayers sent to the heavens above! #SagerStrong🙏",698406,4104,19410587
1405225170809353973,"Just a few good men pushing each other to even greater heights!! #FOE #StriveForGreatness🚀 #RWTW🏅",227257,1320,19410587
1404486893244282039,"Wowzers you're BEAUTIFUL!!! Thanks for what you've become, what you do and for simply being YOU!! And did I mention how beautiful you are?!?!?",386094,2635,19410587
1403809585751742144,"THANKFUL, GRATEFUL, HUMBLED, BLESSED, THANK YOU!!! #StriveForGreatness🚀 #RWTW🏅 #TheKidFromAkron👑 #JamesGang🔥",480051,6401,19410587
1403122926932589263,"The conversation @kevinlove @mavcarter and a few others are having right now at the crib! Like for real man how much money was Kevin McCallister dad making back then?!?! And by the way he took 9 people to Paris for Xmas as well(mostly in first class). Crazy to think about!  Hahahahaha.",344699,5786,19410587
1403021197687692613,"Mr. Solo Dolo! Smh, I'm too grateful and humbled by any accomplishment I reach in my career! Being a triple threat is something I've always prided myself on from day 1. #StriveForGreatness🚀 #RWTW🏅 #TheKidFromAkron👑  #JamesGang🔥",488612,8099,19410587
1401929221873845077,"My angel 😇 post game with the team mascot! She was so excited!!! #ZhuriNova💫",387348,2471,19410587
1401922987460373340,"Bronny showing the range post game!! Something lite. #JamesGang🔥 #StriveForGreatness🚀",516996,5480,19410587
1400509117235722206,"Always Special!!! 16 years and counting we've been going at it. Crazy to even think about. Half of our lives G! My brother @carmeloanthony #YouCouldNeverUnderstand #Brotherhood👊",547341,2122,19410587
1400069911992469509,"Great catching up with Lil bro @cam_knows_ last night in NY! Good luck to you boys down in Gainesville this year! Until next time bro.",276424,1139,19410587
1400031878807074656,"Repost @davidbeckham

Violence can mark children forever. I've met children with @unicef who have been affected by terrible violence and abuse and seen the long-lasting scars it can leave. I chose the marks on my body but millions of children bear marks they have not chosen. Please share this film to help #ENDviolence #foreverychild. It's wrong. End it. #7fund",182860,922,19410587
1399530088592394363,"I've always wanted to know what it was like to be in the stars of the galaxy!! To much sauce! #StriveForGreatness🚀 #KickGameCray🔥 #RWTW🏅 #TheKidFromAkron👑",359020,4081,19410587
1398032804037830039,"These faces are my world and I have to give a huge thank you to the DAP team for believing in my kids and my Foundation. I’ll let you guys read about what they did, but all I’ll say is thank you. #WeAreFamily #StriveForGreatness🚀
http://www.ohio.com/news/local/manufacturer-dap-contributes-223-000-to-lebron-james-family-foundation-1.730912",100842,611,19410587
1397256268758329350,"Always Special!! My Dogg @dwyanewade. #YouCouldNeverUnderstand #Brotherhood👊",649305,2535,19410587
1395978644291384891,"Thank you!! I'm extremely honored but I'm actually more happy for my family, friends, fans and my kids at my foundation! This is your award cause at the end of the day I'm absolutely nothing without you'll!! #StriveForGreatness🚀 #RWTW🏅 #TheKidFromAkron👑",269179,2924,19410587
2025271683800401408,"Kevin Durant tonight:
38 points
7 assists
4 rebounds
14-23 from the floor",7338,121,303748723
2025257183965809144,"KD SAYS NOT IN MY HOUSE 🚫",5112,51,303748723
2025247879573379358,"KD and JaMychal Green hit with double technicals...KD’s 3rd tech of the playoffs.",4103,93,303748723
2025235533505272559,"Watch Steph’s reaction on the bench 🤣",4690,40,303748723
2025209288679758512,"Nope...Can’t guard that one either.",4999,66,303748723
2025200743892814179,"Beautiful pass from KD to Bogut out of the double team.",4132,23,303748723
2024358433588128418,"KD gives an in depth breakdown of the Clippers defense and Patrick Beverley.
(@anthony_slater)",4588,125,303748723
2023701445418101754,"...wyd @patbev21? 🤦‍♂️
(@buckets)",11469,500,303748723
2023104870920671061,"A Thousand Words.",18153,492,303748723
2023097840973534521,"KD TAKES IT TO THE RACK 🔥",6755,125,303748723
2023046306130759778,"Dray with the lob to KD 🔨",4504,33,303748723
2022968728627960309,"Nine years ago today, a 21 year old Kevin Durant became the youngest scoring champion in NBA history. KD averaged 30.1 PPG.",8733,97,303748723
2022159099702395353,"Describe these with one emoji 🔥
-
👟: Nike KD 12 EYBL",7963,386,303748723
2022064513374166177,"Can we get 1,000 people to comment the 🙏 emoji?",25089,2414,303748723
2021594613492751561,"KD on Patrick Beverley: “I thought it was fun tonight”",7379,100,303748723
2021577602855495137,"Caption this 😂",24481,581,303748723
2021568195233019497,"THIS IS THE GREATEST EJECTION I HAVE EVER SEEN 🤣🤣🤣",14577,262,303748723
2021546849228559705,"Patrick Beverley mocks KD 😂",7823,88,303748723
2021464220601061184,"Rate KD’s Game 1 kicks from 1-10 🔥",9123,189,303748723
2021311795013381393,"The ________ will win in __ games.",3684,180,303748723
2020736722691144950,"playoff mode activated.",15498,251,303748723
2020050761132846620,"Which two pairs of the KD 6 are your favorite? 🔥",11880,1287,303748723
2019353142093954654,"KD out here dancing 🕺🏽",4616,52,303748723
2019271367695152082,"Durant will play tonight against the Grizzlies. Tonight’s game in Memphis is the Warriors final regular season game.",6670,45,303748723
2018553235817092023,"Durant (flu) will not play tonight in New Orleans.",8632,153,303748723
2017161738865419467,"Dubs are wearing the We Believe uniforms tonight for their final regular season game in Oracle Arena 🔥",6626,110,303748723
2017104002886800630,"KD has a message to the haters 🤣",19492,492,303748723
2016442258451583345,"#NeverForget when KD threw it down over Harden 🔥",7582,64,303748723
2016350173538991213,"Buff KD 🤣",15052,196,303748723
2015769690228852402,"Comment a red emoji 👟",11014,397,303748723
2015708592280574577,"KD’s top 5 NBA players of all time. 👀
1. Michael Jordan
2. Kobe Bryant
3. Shaquille O'Neal
4. Hakeem Olajuwon
5. Magic Johnson",3834,85,303748723
2015070795341260750,"Caption this 👀",20404,494,303748723
2015054324099893100,"This isn’t even fair anymore 🤣",14097,162,303748723
2014247749399535829,"@AB couldn’t believe what KD was doing last night 🤣",11023,73,303748723
2013653383555510400,"Stephen A sounds off on KD’s ejection. 🗣",16205,244,303748723
2013637344167764245,"KD gets fouled on a three, isn’t called, and gets ejected.",13760,286,303748723
2013623036843343210,"KD WITH THE HAMMER 😳",9995,99,303748723
2013604144573953047,"KD just swatted Gary Harris 👀",7376,44,303748723
2013386182768359426,"The NBA has fined KD, Steph, & Dray for criticizing officials. 🤣🤦‍♂️
Durant: $15K
Curry: $25K
Draymond: $35K",19089,355,303748723
2012146835478016024,"KD & Draymond showing love to Nipsey Hussle 🙌",7526,46,303748723
2011992713512944753,"Throwback to KD’s Ice Bucket Challenge 🤣",10833,71,303748723
2011278345485238324,"Happy offseason, @KingJames!",27406,747,303748723
2010734710872092440,#GreatCallLeon,11557,197,303748723
2010699232739373446,"KD gets fouled before he hits the three & then Steph  hits the three.",19412,293,303748723
2010631834695005396,"KD and Gorgui Dieng have some words for each other 👀",7727,96,303748723
2009903074383249362,"Your battery % is the chance of this happening 🤣 @mrandyyung",19037,1464,303748723
2009235160353255479,"Kevin Durant tonight:
28 points
9 rebounds
5 assists
...on 12-13 shooting
Best shooting night of his career.",11420,153,303748723
2009227803292408660,"Impossible to Guard.",13017,126,303748723
2009202660998532970,"Draymond with the full court pass to KD to end the first half. 🔥",5864,35,303748723
2007733878786509010,"Interesting question. What do YOU think? 🤔",11813,655,303748723
2006918466570035370,"#NeverForget when Boogie threw it down on KD 🤣",17558,137,303748723
2006185474700679746,"#NeverForget when KD has Giannis LOST 👀",10328,145,303748723
2005508885692363968,"Rank the KD 10s, 11s, and 12s. 👟",14375,663,303748723
2004908132024020951,"KD met Myles Turner at the rim 💪🏾",10295,89,303748723
2004691188209544509,"Prayers up for the Durant family 🙏❤️",28769,982,303748723
2004099890507183435,"What song was KD listening to? 🤣",10099,371,303748723
2003419779332059383,"Steph with the full court alley-oop to KD 👀",5085,53,303748723
2002655995265240967,"Durant is wearing the KD 12 ‘90s Kid’ tonight 🔥
(@___devonte___)",5232,59,303748723
2002552096550242754,"Drop your score predictions for tonight’s game 🔥",10167,216,303748723
2001893919437416043,"Your battery % is the chance of this happening 👀",17984,1501,303748723
2001808354058836082,"KD & Steph after last night’s win 🤣",14678,97,303748723
2000982492715492453,"KD (ankle) will NOT play tonight against OKC.",9427,140,303748723
2000443542074594674,"Top or Bottom? 🔥",11053,379,303748723
1999734806595225082,"Double-tap to wish @StephenCurry30 a Happy Birthday!",38276,281,303748723
1999659329247250235,"Rate these KD 12s from 1-10 🔥
(📸: @easymoneysniper)",8969,381,303748723
1998289718660631259,"KD (ankle) will NOT play tomorrow against the Rockets.",6921,135,303748723
1998157825717931440,"First look at the KD 12. Thoughts? 🔥
(@sneakerreporter , @kd_features)
-
🗓: 4/7/19
💵: $150",10016,238,303748723
1997608258815543721,"Update on KD’s injury status.
(@gsw.all.day)",9452,134,303748723
1997566284225902147,"This pass was so clean 🔥",5703,51,303748723
1996925513978263952,"KD heads to the locker room with what appears to be a right ankle injury. Prayers up for KD 🙏
-
UPDATE: KD has a right ankle contusion and will NOT return.",9412,243,303748723
1996870123185990562,"KD & Quinn Cook pregame 😂",5895,48,303748723
1996774231011474466,"#NeverForget when KD almost crossed Richard Jefferson out of his shoes 🤣",9618,88,303748723
1996148262563025676,"...When you see it 😂
(@mrandyyung)",8513,64,303748723
1996021821175455045,"KD & Boogie were playing hot potato 😂",24154,140,303748723
1995514983476517132,"Boogie was loving KD’s jam 🤣",11332,70,303748723
1994670277041399080,"KD’s resume before this season even started. Crazy. 💯
(@balldontstop)",10917,229,303748723
1993956894784640202,"Comment a blue emoji 🥶",15116,762,303748723
1992512336339187101,"There’s not another 7-footer on the planet that can do this. (@throwbackhoops)",10079,197,303748723
1991725264716396168,"How many championships would they have won if they stayed together?",20187,660,303748723
1991182204546753876,"KD & the Warriors beat the Sixers 120-117 in Philly.",7547,62,303748723
1991121937448207757,"wyd, KD? 🤣",8529,102,303748723
1991054737408435960,"...He’s not wrong. 💯",9653,221,303748723
1990897480486020563,"Predict KD’s stat line for tonight’s game 🔥",11758,491,303748723
1990335693369835115,"KD says he doesn’t need anything in the NBA to fulfill himself. 💯",6885,75,303748723
1990263591094538581,"KD & Travis Scott on @CarpoolKaraoke 😂🔥
-
Link in bio to watch the full episode.
(Must have iPhone, iPad, or Apple TV)",11330,104,303748723
1989443800830173737,"KD will miss his first game of the season tonight (rest).",8026,124,303748723
1988964704190954570,"KD 4 POINT PLAY FOR THE LEAD 🔥🔥🔥",8020,113,303748723
1988846168084784730,"Both in their primes. Who wins in a game to 21?",13008,1193,303748723
1987506844869280463,"Steph couldn’t believe KD’s crossover 🤣",13612,133,303748723
1987387273759844751,"Do you see KD or Steph? 🤔",14044,1277,303748723
1986717080997920653,"#NeverForget when KD threw it down on Roy Hibbert 👀",5452,71,303748723
1986053680861182802,"Impossible to Guard.",8054,111,303748723
1985826903148603717,"Score predictions for tonight’s game? 🤔",10278,188,303748723
1985267538855277256,"Comment an orange emoji 🔥",16655,663,303748723
1985215699044538548,"KD put Bagley on a poster last night 😳",5295,71,303748723
1984711123795307989,"Kevin Durant tonight against the Kings:
28 points
9 rebounds
4 assists
7 blocks
Warriors win 125-123.",7863,75,303748723
1984690703960625227,"KD beats the buzzer 🔥🔥🔥",15151,250,303748723
1984660726347175289,"KD SAYS GET THAT OUTTA HERE 😳",7712,87,303748723
1983799863033639863,"#NeverForget when KD dropped 66 points at Rucker Park 🔥",15848,148,303748723
1983080978529550977,"Comment a pink emoji 👇",14222,720,303748723
1982383271938877367,"KD joins some Elite Company. 🔥",13926,225,303748723
1982329533719066336,"KD & Kyrie to the Knicks confirmed 😂",8915,87,303748723
1982207989122445087,"Can we get 1,000 people to comment the 🏆 emoji?",27762,1808,303748723
1981763802254209488,"The Two Time All-Star MVP.",15094,125,303748723
1981748361486085206,"Your 2019 NBA All-Star MVP:
31 points
7 assists
2 blocks
10-15 shooting",20350,240,303748723
1981745540464323582,"KD wins his second NBA All-Star Game MVP 🔥",14476,131,303748723
1981676579882247812,"KD dances with Embiid and then talks some trash 👀",16564,96,303748723
1981670683999266243,"KD & Russ going 1-on-1, but Embiid breaks up the fun 🤣",18297,113,303748723
1981635091152347152,"KD x Steph x Klay #NBAAllStar",16414,91,303748723
1980903436259188876,"Could anyone beat these three? 👀",14865,1153,303748723
1980751928930715394,"KD & Kyrie going 1-on-1 at #TeamLebron Practice 👀",13314,82,303748723
1980683125509230836,"KD asked about people who think he’ll leave Warriors: “That’s on them. I’ll figure it out once we get to that point.”",5207,73,303748723
1980177426027067254,"Which 2 are your favorite? 🤔",13580,1772,303748723
1979480909301529808,"#NeverForget KD’s buzzer beater as a ROOKIE in 2OT 🔥",6396,54,303748723
1979379950852264736,"Tag your Valentine 😂❤️ #HappyValentinesDay",6288,116,303748723
1978907687942272598,"KD had to hold Steve Kerr back after he got ejected 😳",15749,226,303748723
1978891874325621490,"KD getting it done on both ends of the floor 🔥",4528,38,303748723
1978749269625524953,"Caption this... ⚡️ (2009)",10048,108,303748723
1978128858093185590,"KD had Joe Ingles LOST 🤣",5898,85,303748723
1978065758136402486,"“I don’t think anyone can be bigger than MJ in our culture” - KD on @TheBoardroom

Link in bio to watch the full episode.",2106,29,303748723
1977282143735601581,"Describe these with one emoji 🔥
📸: @koolmac",13568,519,303748723
